wave,self_age_group,contact_age_group,contacts_mean,EPA_coresidents_mean,survey_coresidents_mean,total_contacts_mean
1,16,50,0.77191661266057,0.827008090882085,0.68928286321297,1.598924703542655
2,16,50,0.845471581036042,0.8412787612930895,0.485887520317688,1.6867503423291317
3,16,50,1.09527880708385,0.8412787612930895,0.538904139491149,1.9365575683769394
1,16,60,0.762455380997034,0.1454091406126371,0.65885613375178,0.9078645216096711
2,16,60,0.854952968930748,0.13748534646476418,0.5495817127058433,0.9924383153955122
3,16,60,0.9064456753611839,0.13748534646476418,0.5142585665024793,1.043931021825948
1,20,0,0.114676806303037,0.10443315837527005,0.0332885660090611,0.21910996467830707
2,20,0,0.123121799052641,0.10649499074283925,0.0303745410732769,0.22961678979548025
3,20,0,0.118984296021643,0.10649499074283925,0.0444360389120946,0.22547928676448226
1,20,10,0.500683257273996,0.4025601506478616,0.279692555048398,0.9032434079218576
2,20,10,0.436969150415416,0.3975534837229746,0.199878045760036,0.8345226341383907
3,20,10,0.442449413019819,0.3975534837229746,0.279903352835334,0.8400028967427936
1,20,20,1.53171249719472,0.4699215552718006,0.957251832439052,2.0016340524665206
2,20,20,1.68208149609005,0.48112631067865536,0.61384499011262,2.1632078067687055
3,20,20,2.07906557628646,0.48112631067865536,0.940205112818432,2.5601918869651152
1,20,30,0.203179636024359,0.10217120952119396,0.0900334103583041,0.305350845545553
2,20,30,0.395001607917682,0.09991440936317642,0.0559315912348459,0.49491601728085843
3,20,30,0.540701291377728,0.09991440936317642,0.0849966109406774,0.6406157007409045
1,20,40,0.345932788134349,0.40558224127956144,0.31135254900371,0.7515150294139105
2,20,40,0.625105700554704,0.4086074942318972,0.100313254220181,1.0337131947866012
3,20,40,0.397702852165683,0.4086074942318972,0.0535374622875798,0.8063103463975803
1,20,50,1.10292867810558,1.0457700792836189,1.25211534872531,2.148698757389199
2,20,50,1.66860928922926,1.052339706982953,1.05364663011898,2.720948996212213
3,20,50,1.48709978051691,1.052339706982953,0.802594193744438,2.539439487499863
1,20,60,0.6244247221661623,0.2535007865704004,0.1640736207645638,0.8779255087365627
2,20,60,0.690935387052487,0.256222792099041,0.181286357006911,0.947158179151528
3,20,60,0.7039355978929681,0.256222792099041,0.5251562377602514,0.9601583899920091
1,25,0,0.0651803864393491,0.22134115125780832,0.0978096571617123,0.28652153769715744
2,25,0,0.180310762811833,0.2249643180709609,0.0439562985491411,0.4052750808827939
3,25,0,0.230617384773984,0.2249643180709609,0.0459816573712222,0.4555817028449449
1,25,10,0.121758283175842,0.11087169367096986,0.0577160592623592,0.23262997684681186
2,25,10,0.182110505641888,0.12069447499206842,0.0583170210865026,0.30280498063395644
3,25,10,0.306596171335152,0.12069447499206842,0.0534315911477246,0.4272906463272204
1,25,20,1.48975598874051,0.46578574601330947,0.644599973245439,1.9555417347538195
2,25,20,1.54097289356084,0.4707702603313773,0.956732101310398,2.0117431538922173
3,25,20,1.63446414816009,0.4707702603313773,0.574605477390509,2.105234408491467
1,25,30,0.470951433980995,0.2628024365772561,0.200782464586606,0.7337538705582511
2,25,30,0.996694186210387,0.2668004091973716,0.0768968635720659,1.2634945954077585
3,25,30,0.804586274990199,0.2668004091973716,0.264721151646715,1.0713866841875705
1,25,40,0.626913592762484,0.12393871125974355,0.0781625859743466,0.7508523040222276
2,25,40,0.759805333598128,0.13897296571825962,0.080297976559908,0.8987782993163875
3,25,40,0.479805037210486,0.13897296571825962,0.0443164007490472,0.6187780029287456
1,25,50,0.532210302957338,0.6428097238737792,0.525262604816901,1.1750200268311173
2,25,50,1.28556704824109,0.6632645458943303,0.31689631737318,1.9488315941354202
3,25,50,1.20878911213375,0.6632645458943303,0.435629203492299,1.8720536580280802
1,25,60,0.6422854493316283,0.3880205769834857,0.274725890154528,1.030306026315114
2,25,60,0.958249247657626,0.38428858396764953,0.501612251028269,1.3425378316252754
3,25,60,0.815334988848474,0.38428858396764953,0.1754801135599805,1.1996235728161235
1,30,0,0.244569859094078,0.5120336747562717,0.219040690740122,0.7566035338503497
2,30,0,0.171700945471972,0.5233831539354715,0.118513666808088,0.6950840994074435
3,30,0,0.259271318021644,0.5233831539354715,0.13672693047775,0.7826544719571156
1,30,10,0.0481532385596047,0.11455165092681233,0.0279478856461275,0.16270488948641704
2,30,10,0.0766465149540278,0.10942071571377261,0.0574712176178899,0.1860672306678004
3,30,10,0.0906053598552683,0.10942071571377261,0.0485274374321375,0.2000260755690409
1,30,20,0.348629031848558,0.22006624057802254,0.299967213641598,0.5686952724265806
2,30,20,0.417048210642084,0.22746609751068356,0.181194657096328,0.6445143081527676
3,30,20,0.618403586534044,0.22746609751068356,0.201214792817701,0.8458696840447276
1,30,30,1.68321020757913,0.49313811371428706,0.819709066459042,2.176348321293417
2,30,30,1.11663557259052,0.5005001419112167,0.649083056688991,1.6171357145017367
3,30,30,2.49873112952865,0.5005001419112167,0.580589210605587,2.9992312714398666
1,30,40,0.40598821191673,0.11037925030610232,0.0938166478014454,0.5163674622228324
2,30,40,0.47845327565112,0.11269879578581189,0.070718808808983,0.5911520714369319
3,30,40,0.739164581791059,0.11269879578581189,0.0381847140332008,0.8518633775768709
1,30,50,0.346369751746513,0.2238328353449682,0.089788017277555,0.5702025870914812
2,30,50,0.21242893960447,0.21554914365818426,0.0667175620977611,0.4279780832626543
3,30,50,0.793360935947763,0.21554914365818426,0.145928397317861,1.0089100796059474
1,30,60,0.5524695506587697,0.33816452532698194,0.3767898452050108,0.8906340759857516
2,30,60,0.6244780462736119,0.3540993693126656,0.15038301943347882,0.9785774155862775
3,30,60,0.914218059645729,0.3540993693126656,0.5803742808204407,1.2683174289583947
1,35,0,0.752405472093183,0.779431438094323,1.00355652521427,1.531836910187506
2,35,0,0.655870314100152,0.774608244630425,0.669271657010845,1.4304785587305768
3,35,0,0.913429624401972,0.774608244630425,0.694648093345336,1.688037869032397
1,35,10,0.126988123535879,0.2572165560540625,0.0845871620703641,0.38420467958994153
2,35,10,0.118934950644871,0.2565956683884983,0.0655268852431972,0.37553061903336926
3,35,10,0.110760549075263,0.2565956683884983,0.0728780677854444,0.3673562174637613
1,35,20,0.166946976638621,0.09127025989624568,0.0526914128251457,0.25821723653486667
2,35,20,0.330030064262724,0.08788725161369,0.0455965206477346,0.417917315876414
3,35,20,0.325036098378587,0.08788725161369,0.0602237027870779,0.412923349992277
1,35,30,1.51993121368369,0.5159169332527626,0.752676691438221,2.0358481469364524
2,35,30,1.48795809149247,0.5172485055902635,0.711127149194974,2.0052065970827333
3,35,30,1.99834455863031,0.5172485055902635,0.800252922233634,2.5155930642205733
1,35,40,0.963456007787008,0.26116952612489036,0.194485680616948,1.2246255339118983
2,35,40,1.11145515064088,0.257058152070263,0.298783432185384,1.3685133027111431
3,35,40,0.983958710246622,0.257058152070263,0.247252285949807,1.241016862316885
1,35,50,0.244863824398213,0.06933392192225234,0.0390809947300537,0.3141977463204653
2,35,50,0.367485898160074,0.0690848384748801,0.0618401192659597,0.4365707366349541
3,35,50,0.370149733716547,0.0690848384748801,0.0444515107162696,0.43923457219142714
1,35,60,0.4058892747980736,0.24946889037194803,0.0813626633081036,0.6553581651700215
2,35,60,0.8260185075937241,0.25692771200080133,0.2496863645477222,1.0829462195945254
3,35,60,0.9201481013815294,0.25692771200080133,0.2336832888558064,1.1770758133823307
1,40,0,0.862167809117439,0.6394964212217181,1.03758431441207,1.501664230339157
2,40,0,0.875803024081609,0.6437853782151702,0.859798708454323,1.5195884022967792
3,40,0,1.522226818942,0.6437853782151702,0.809374722114754,2.1660121971571704
1,40,10,0.272305121170981,0.5044015483603598,0.309133060067298,0.7767066695313407
2,40,10,0.26407471086681,0.5026206486440767,0.274512912989669,0.7666953595108867
3,40,10,0.447845099087025,0.5026206486440767,0.180765784015303,0.9504657477311018
1,40,20,0.128182349774732,0.09474205576349574,0.0464133579187512,0.22292440553822773
2,40,20,0.436480220068962,0.09724275417960981,0.026278446971422,0.5337229742485718
3,40,20,0.267856969148776,0.09724275417960981,0.0334665005764689,0.3650997233283858
1,40,30,0.623283307856322,0.21961938256831606,0.266682858424542,0.8429026904246381
2,40,30,0.844802494371946,0.21648316446564578,0.1674917098555,1.0612856588375918
3,40,30,0.892705333258679,0.21648316446564578,0.164098898743852,1.1091884977243247
1,40,40,1.20139748901422,0.5410081747659415,0.85808631369968,1.7424056637801617
2,40,40,1.83760542386879,0.5402989901272033,0.749669748436928,2.377904413995993
3,40,40,2.62758657009631,0.5402989901272033,0.829078370380581,3.1678855602235134
1,40,50,0.263418402393388,0.06283963825471713,0.0604407096612961,0.3262580406481051
2,40,50,0.489281236492033,0.059475646269862896,0.0581573658992545,0.5487568827618958
3,40,50,0.481555459637414,0.059475646269862896,0.0645032902366075,0.5410311059072769
1,40,60,0.3172129294821636,0.20047153369395193,0.1907696935187345,0.5176844631761155
2,40,60,0.8604524413732723,0.2024325609347885,0.2145985252772356,1.0628850023080607
3,40,60,0.7027752474452806,0.2024325609347885,0.1318289719416795,0.9052078083800692
1,45,0,0.346871103677309,0.29143899652472255,0.263617444723643,0.6383101002020315
2,45,0,0.541255338214924,0.2785341472819898,0.5131257975353,0.8197894854969138
3,45,0,0.649762152574832,0.2785341472819898,0.423471021951667,0.9282962998568218
1,45,10,0.694354002417856,0.7510568054321005,1.09566497858764,1.4454108078499566
2,45,10,0.719624516864643,0.7535316779270407,0.697158880511546,1.4731561947916836
3,45,10,1.14881849749707,0.7535316779270407,0.952943176569535,1.9023501754241108
1,45,20,0.254923132200839,0.23107023132410662,0.0554680992284595,0.4859933635249456
2,45,20,0.198368689952696,0.24052710602492203,0.0977967642393319,0.438895795977618
3,45,20,0.383828398154604,0.24052710602492203,0.124191470748802,0.624355504179526
1,45,30,0.436654181578193,0.07655660595995455,0.0465851582057769,0.5132107875381475
2,45,30,0.568591770312172,0.07612958892524038,0.0464182023446166,0.6447213592374124
3,45,30,0.772396672744269,0.07612958892524038,0.054767889900486,0.8485262616695094
1,45,40,1.46791394181813,0.5276766630779408,0.858029304348328,1.9955906048960708
2,45,40,1.5444785018634,0.5163680238605824,0.627901030189413,2.0608465257239823
3,45,40,2.18212274044061,0.5163680238605824,0.637339352498249,2.698490764301192
1,45,50,0.639235832854903,0.20903618783416938,0.196067638937265,0.8482720206890724
2,45,50,0.685543449253722,0.20686279381234496,0.143901902382155,0.892406243066067
3,45,50,0.903020103713645,0.20686279381234496,0.238767024202135,1.10988289752599
1,45,60,0.38057435887959157,0.1651106600232618,0.1397955074188122,0.5456850189028534
2,45,60,0.437395507926969,0.15893750677476942,0.2192062438124776,0.5963330147017385
3,45,60,0.49276729545891473,0.15893750677476942,0.1316447940692582,0.6517048022336842
1,50,0,0.0778673100697684,0.08902636122152255,0.18191826303125,0.16689367129129096
2,50,0,0.209698108500885,0.08860022622214209,0.1521525787681,0.2982983347230271
3,50,0,0.230914428847337,0.08860022622214209,0.258295726120762,0.31951465506947907
1,50,10,0.487141373090443,0.549335386578661,0.643906140166051,1.036476759669104
2,50,10,0.69914165281628,0.5544335491368956,0.72424765497645,1.2535752019531756
3,50,10,0.866253238601366,0.5544335491368956,0.836762936322268,1.4206867877382616
1,50,20,0.361511981690685,0.5588409168180817,0.424511791099484,0.9203528985087667
2,50,20,0.763578698235937,0.5724923791048753,0.27883337747206,1.3360710773408124
3,50,20,0.751509341398212,0.5724923791048753,0.270439079461652,1.3240017205030874
1,50,30,0.465734222657184,0.08101538568362143,0.0306073299119401,0.5467496083408054
2,50,30,0.96468236525239,0.07673503304725886,0.0239518538686169,1.0414173982996489
3,50,30,0.696916681644121,0.07673503304725886,0.0298887972311227,0.7736517146913798
1,50,40,0.549156935352603,0.22512311138246316,0.134419146534612,0.7742800467350661
2,50,40,0.884338952717918,0.22088556992178135,0.105545481615326,1.1052245226396993
3,50,40,0.966869539941554,0.22088556992178135,0.19572457340746,1.1877551098633354
1,50,50,1.02264901192391,0.5146285970008203,0.857859134747875,1.5372776089247302
2,50,50,1.60511827578577,0.5177198184991116,0.69976072184874,2.122838094284882
3,50,50,2.12032766575879,0.5177198184991116,0.55102097955439,2.6380474842579016
1,50,60,0.3773290655277023,0.16201670591342854,0.2387478108952104,0.5393457714411308
2,50,60,0.653710355604616,0.15948122326523342,0.1617689504467502,0.8131915788698494
3,50,60,0.665335554823023,0.15948122326523342,0.1845988563162572,0.8248167780882564
1,55,0,0.0501855011200932,0.049681344192487785,0.0293756161771699,0.09986684531258098
2,55,0,0.168288015163068,0.04951977245977739,0.067960486397993,0.2178077876228454
3,55,0,0.167427786710046,0.04951977245977739,0.111874903953424,0.2169475591698234
1,55,10,0.245625742416436,0.20579885308499543,0.406550170798882,0.45142459550143144
2,55,10,0.350643854729036,0.21102233511086027,0.281369161455421,0.5616661898398962
3,55,10,0.320850384573908,0.21102233511086027,0.396721374186573,0.5318727196847683
1,55,20,0.892860649181637,0.6033672140797057,0.707847235566694,1.4962278632613426
2,55,20,1.15303850789229,0.606159498399668,0.820438288699963,1.759198006291958
3,55,20,1.05193917503372,0.606159498399668,0.648401029330085,1.658098673433388
1,55,30,0.458950537871057,0.16164979317208097,0.0636584943174896,0.6206003310431379
2,55,30,0.603158617682201,0.15714773660299447,0.0844101482592378,0.7603063542851956
3,55,30,0.558987246424663,0.15714773660299447,0.0768846754094111,0.7161349830276575
1,55,40,0.611777028232827,0.06887016763735523,0.0558631192808596,0.6806471958701822
2,55,40,0.809132411108577,0.0667627135406102,0.0910427085784371,0.8758951246491873
3,55,40,0.781268153344628,0.0667627135406102,0.0573934612275945,0.8480308668852381
1,55,50,1.34067024646427,0.5176887784757439,0.830916999093614,1.8583590249400137
2,55,50,1.3442061796701399,0.5171840860647032,0.719729123103969,1.8613902657348431
3,55,50,1.62822664138503,0.5171840860647032,0.857127439603775,2.1454107274497334
1,55,60,0.6247283490484221,0.30102830777539047,0.423914995836428,0.9257566568238126
2,55,60,0.8073089442044951,0.2995905159562745,0.3245891355488222,1.1068994601607696
3,55,60,0.7362784141517563,0.2995905159562745,0.1542060887961674,1.0358689301080308
1,60,0,0.141884642101378,0.05108903888215414,0.0381525968160268,0.19297368098353213
2,60,0,0.161260631776591,0.04953196420139201,0.0729767896404381,0.210792595977983
3,60,0,0.240207525325688,0.04953196420139201,0.0942494581011193,0.28973948952708
1,60,10,0.0739071357589128,0.06378219587591609,0.0523194674112117,0.13768933163482888
2,60,10,0.117713787515869,0.06587087336663028,0.09032665152085,0.18358466088249928
3,60,10,0.445998546342952,0.06587087336663028,0.207149724475025,0.5118694197095823
1,60,20,0.378399910694194,0.3348024054302387,0.199312488100462,0.7132023161244327
2,60,20,0.627160873101631,0.3288584837205685,0.530001624647328,0.9560193568221995
3,60,20,0.67816532990892,0.3288584837205685,0.437256059872949,1.0070238136294885
1,60,30,0.543789663877545,0.25146400704441824,0.145794098669167,0.7952536709219633
2,60,30,0.848933241942975,0.2556150012564149,0.0803368123260541,1.1045482431993898
3,60,30,1.24932419195237,0.2556150012564149,0.126825096087412,1.504939193208785
1,60,40,0.586628503340151,0.05964653531927101,0.0579522151598572,0.646275038659422
2,60,40,0.711398903170308,0.057812950737660324,0.0788648077889309,0.7692118539079683
3,60,40,1.27180553060895,0.057812950737660324,0.153070083708947,1.3296184813466103
1,60,50,0.680414584627549,0.2299428350915819,0.231809670174891,0.9103574197191309
2,60,50,0.902360581982998,0.22899366335632176,0.266964722018431,1.1313542453393197
3,60,50,1.16360793003295,0.22899366335632176,0.249613502190343,1.392601593389272
1,60,60,1.0870585598066933,0.6014702893191648,1.0589792437383085,1.688528849125858
2,60,60,1.3477608333402769,0.591938108821803,0.6982397857806858,1.9396989421620798
3,60,60,1.338798203430211,0.591938108821803,0.4144004912520156,1.930736312252014
1,65,0,0.0860291955954636,0.02947807330038571,0.0451374150438049,0.11550726889584931
2,65,0,0.188742687456537,0.02967963028663115,0.0631630412653422,0.21842231774316814
3,65,0,0.272182535036442,0.02967963028663115,0.0623570851538959,0.3018621653230732
1,65,10,0.0614586899173927,0.042151888512114495,0.0495023399295836,0.10361057842950719
2,65,10,0.174326559517859,0.03974371270348964,0.110579484867626,0.21407027222134864
3,65,10,0.202140866768591,0.03974371270348964,0.130363535274578,0.24188457947208064
1,65,20,0.20863676756501,0.06612794585844728,0.309128557452764,0.2747647134234573
2,65,20,0.362262384388228,0.06667443474350576,0.109834893036031,0.42893681913173376
3,65,20,0.305874730691659,0.06667443474350576,0.266507312752827,0.37254916543516475
1,65,30,0.491114982602022,0.11237282128950314,0.22733255107216,0.6034878038915251
2,65,30,0.733492705461625,0.11624223886073203,0.166774324259997,0.8497349443223571
3,65,30,0.902596611311361,0.11624223886073203,0.0920449123298505,1.018838850172093
1,65,40,0.382223263580774,0.1395858314085948,0.143087785431855,0.5218090949893688
2,65,40,0.711869581437538,0.13761724712183818,0.0648526189036161,0.8494868285593762
3,65,40,0.916087402018251,0.13761724712183818,0.0621700693606225,1.0537046491400892
1,65,50,0.489455013173508,0.10431027176368857,0.202694761213191,0.5937652849371966
2,65,50,0.438091144119348,0.10273817709809653,0.128857124917419,0.5408293212174445
3,65,50,0.601567157069444,0.10273817709809653,0.116647803759585,0.7043053341675405
1,65,60,1.171124360241663,0.6664438620102374,1.060573408181005,1.8375682222519005
2,65,60,1.225614962542954,0.6680782303976028,1.1668689489548765,1.8936931929405567
3,65,60,1.955831288917799,0.6680782303976028,0.587421679433018,2.6239095193154016
